Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,74038,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.2,,,37.4,49.3,2254,POINT (-96.56362508 36.15819086),74038,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74039,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.5,,,11.8,15.6,3770,POINT (-96.22925762 35.89629992),74039,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74039,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.9,,,37,51,3770,POINT (-96.22925762 35.89629992),74039,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74041,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.9,,,9.4,12.7,2057,POINT (-96.04734225 35.93709428),74041,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74041,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.1,,,35.3,49.2,2057,POINT (-96.04734225 35.93709428),74041,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74042,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.3,15.2,540,POINT (-95.57559065 36.86882778),74042,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74042,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.2,,,34.7,51.9,540,POINT (-95.57559065 36.86882778),74042,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74044,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,,,10.7,14,7406,POINT (-96.38258244 36.09466607),74044,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74044,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.6,,,35.6,48.2,7406,POINT (-96.38258244 36.09466607),74044,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74045,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.9,,,10.3,13.7,311,POINT (-96.756942 36.19186312),74045,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74045,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.1,,,32.8,47.8,311,POINT (-96.756942 36.19186312),74045,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74046,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.5,,,11.5,15.7,115,POINT (-96.56310814 35.74992001),74046,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74046,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,35.2,49.4,115,POINT (-96.56310814 35.74992001),74046,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74047,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.8,,,10.6,13,7163,POINT (-96.026683 35.86280822),74047,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74047,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,,,36.1,45.2,7163,POINT (-96.026683 35.86280822),74047,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74048,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.8,,,12.8,17,6092,POINT (-95.7153285 36.67730305),74048,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74048,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.6,,,35.1,52.4,6092,POINT (-95.7153285 36.67730305),74048,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74050,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14,,,12.3,16,323,POINT (-96.0665515 36.07136538),74050,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74050,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.3,,,37.5,49.4,323,POINT (-96.0665515 36.07136538),74050,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74051,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.5,,,10.7,14.5,1904,POINT (-95.96604018 36.60996027),74051,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74051,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.7,,,35.2,50.3,1904,POINT (-95.96604018 36.60996027),74051,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74052,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.5,,,13.4,17.7,1180,POINT (-96.57996292 36.08462619),74052,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74052,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,44.8,,,38,52,1180,POINT (-96.57996292 36.08462619),74052,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74053,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.1,,,8.6,11.7,4315,POINT (-95.73267215 36.43262881),74053,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74053,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.5,,,36.6,50.4,4315,POINT (-95.73267215 36.43262881),74053,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74054,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.4,,,12.2,16.7,844,POINT (-96.34748516 36.27529557),74054,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74054,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.3,,,35.2,51.6,844,POINT (-96.34748516 36.27529557),74054,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74055,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9,,,7.9,10,38680,POINT (-95.81892391 36.27843673),74055,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74055,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36,,,32,39.9,38680,POINT (-95.81892391 36.27843673),74055,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74056,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.3,,,13.2,17.6,5720,POINT (-96.33635097 36.80030792),74056,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74056,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.4,,,34.7,50.6,5720,POINT (-96.33635097 36.80030792),74056,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74058,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.3,,,12.3,16.4,4259,POINT (-96.75988313 36.35684629),74058,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74058,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,33.9,50.5,4259,POINT (-96.75988313 36.35684629),74058,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74059,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.8,,,9.3,12.3,5476,POINT (-97.05220223 35.95899169),74059,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74059,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,,,34.2,46.8,5476,POINT (-97.05220223 35.95899169),74059,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74060,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.5,,,10.6,14.7,586,POINT (-96.24784498 36.2674932),74060,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74060,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.1,,,31.4,47.1,586,POINT (-96.24784498 36.2674932),74060,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74061,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.4,,,11.4,15.4,2095,POINT (-95.905383 36.52195805),74061,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74061,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.7,,,35.1,50.4,2095,POINT (-95.905383 36.52195805),74061,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74062,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.7,14.4,1123,POINT (-96.89318023 36.04057994),74062,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74062,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.2,,,36.5,50.1,1123,POINT (-96.89318023 36.04057994),74062,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74063,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.4,,,10.1,12.7,29808,POINT (-96.19612423 36.1504198),74063,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74063,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.7,,,32.7,40.7,29808,POINT (-96.19612423 36.1504198),74063,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74066,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.9,,,10.4,13.7,31060,POINT (-96.16456198 35.99284691),74066,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74066,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.2,,,34.8,48.1,31060,POINT (-96.16456198 35.99284691),74066,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74068,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.6,,,7.3,10,111,POINT (-96.574914 35.90709217),74068,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74068,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.3,,,33.5,47.5,111,POINT (-96.574914 35.90709217),74068,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74070,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.6,,,10.4,13.1,13928,POINT (-95.99831875 36.39665098),74070,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74070,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.7,,,34.1,45.6,13928,POINT (-95.99831875 36.39665098),74070,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74071,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.2,,,12.4,16.4,180,POINT (-96.2805387 35.78205877),74071,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74071,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.4,,,38.4,52.6,180,POINT (-96.2805387 35.78205877),74071,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74072,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13,,,11.1,14.9,1816,POINT (-95.53756049 36.94697273),74072,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74072,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.8,,,33.5,50.4,1816,POINT (-95.53756049 36.94697273),74072,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74073,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.5,,,11.2,13.9,5118,POINT (-96.0169741 36.30145093),74073,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74073,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.1,,,34.8,43.9,5118,POINT (-96.0169741 36.30145093),74073,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74074,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8,,,6.9,9.3,29184,POINT (-97.07626601 36.08104569),74074,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74074,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.6,,,31.4,44.1,29184,POINT (-97.07626601 36.08104569),74074,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74075,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8,,,6.9,9.2,23866,POINT (-97.07904734 36.17189944),74075,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74075,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.4,,,31.3,43.6,23866,POINT (-97.07904734 36.17189944),74075,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74078,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,2.1,,,1.7,2.6,2295,POINT (-97.07149704 36.12338905),74078,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74078,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.1,,,26.2,40,2295,POINT (-97.07149704 36.12338905),74078,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74079,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.6,,,10.9,14.4,4504,POINT (-96.65586288 35.74673825),74079,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74079,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,33.9,48.1,4504,POINT (-96.65586288 35.74673825),74079,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74080,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11,,,9.5,12.7,2829,POINT (-95.74121088 36.52745186),74080,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74080,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.7,,,37.2,50.1,2829,POINT (-95.74121088 36.52745186),74080,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74081,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.4,15.1,1837,POINT (-96.45561931 36.1758584),74081,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74081,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.4,,,34.7,50.5,1837,POINT (-96.45561931 36.1758584),74081,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74082,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.8,,,10.8,14.9,107,POINT (-95.88155656 36.45047552),74082,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74082,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.5,,,35.8,51.4,107,POINT (-95.88155656 36.45047552),74082,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74083,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.7,14.7,1031,POINT (-95.76942857 36.91546277),74083,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74083,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.4,,,36.1,48.7,1031,POINT (-95.76942857 36.91546277),74083,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74084,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.7,,,13.5,18,628,POINT (-96.34612875 36.53813109),74084,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74084,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.1,,,35,51.3,628,POINT (-96.34612875 36.53813109),74084,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74085,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14,,,12.1,16.1,2588,POINT (-96.729317 36.12501236),74085,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74085,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.4,,,36.8,50,2588,POINT (-96.729317 36.12501236),74085,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74103,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.2,,,7.8,10.6,2692,POINT (-95.99455671 36.15560048),74103,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74103,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.3,,,35.4,45,2692,POINT (-95.99455671 36.15560048),74103,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74104,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.1,,,7.9,10.3,12724,POINT (-95.95400481 36.14646959),74104,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74104,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.5,,,31.2,40,12724,POINT (-95.95400481 36.14646959),74104,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74105,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.6,,,9.3,12.1,26547,POINT (-95.96403492 36.09737797),74105,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74105,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.7,,,30.4,39.1,26547,POINT (-95.96403492 36.09737797),74105,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74106,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,20.9,,,18.7,23.2,17648,POINT (-95.98426849 36.19199807),74106,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74106,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,48.6,,,43.7,53.3,17648,POINT (-95.98426849 36.19199807),74106,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74107,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13,,,11.4,14.7,19458,POINT (-96.04141188 36.10691429),74107,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74107,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.4,,,34.8,44,19458,POINT (-96.04141188 36.10691429),74107,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74108,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.1,,,11.5,14.7,7490,POINT (-95.79392282 36.14761649),74108,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74108,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.9,,,36.6,45.2,7490,POINT (-95.79392282 36.14761649),74108,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74110,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,17.9,,,15.8,20,14862,POINT (-95.95389292 36.18861356),74110,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74110,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,46.6,,,41.8,51.5,14862,POINT (-95.95389292 36.18861356),74110,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74112,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.8,,,10.3,13.3,20684,POINT (-95.90436398 36.14712281),74112,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74112,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.3,,,32.7,41.8,20684,POINT (-95.90436398 36.14712281),74112,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74114,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.4,,,8.2,10.9,15778,POINT (-95.94677537 36.12695606),74114,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74114,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.5,,,28.2,36.9,15778,POINT (-95.94677537 36.12695606),74114,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74115,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.7,,,13.8,17.6,22941,POINT (-95.90940981 36.19238015),74115,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74115,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.8,,,39.1,48.6,22941,POINT (-95.90940981 36.19238015),74115,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74116,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,11.1,13.6,3890,POINT (-95.83617862 36.18806963),74116,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74116,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43,,,38.7,47.1,3890,POINT (-95.83617862 36.18806963),74116,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74117,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.8,,,9.3,12.5,87,POINT (-95.89621345 36.24161205),74117,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74117,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.6,,,32,41.4,87,POINT (-95.89621345 36.24161205),74117,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74119,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.8,,,9.4,12.4,3561,POINT (-95.98916613 36.14207617),74119,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74119,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.9,,,30.3,39.4,3561,POINT (-95.98916613 36.14207617),74119,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74120,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10,,,8.7,11.4,4940,POINT (-95.97686947 36.15049816),74120,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74120,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.4,,,31.9,41,4940,POINT (-95.97686947 36.15049816),74120,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74126,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,19,,,17,21.1,10598,POINT (-95.9993245 36.2496376),74126,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74126,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,47.9,,,43.4,52.4,10598,POINT (-95.9993245 36.2496376),74126,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74127,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.7,,,14.2,17.3,17151,POINT (-96.040695 36.17143119),74127,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74127,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.3,,,39.2,47.7,17151,POINT (-96.040695 36.17143119),74127,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74128,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.8,,,12.1,15.6,12676,POINT (-95.85146063 36.14746988),74128,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74128,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.1,,,35.4,44.7,12676,POINT (-95.85146063 36.14746988),74128,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74129,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.9,,,11.3,14.7,18976,POINT (-95.86968817 36.12676513),74129,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74129,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.6,,,34.2,43.2,18976,POINT (-95.86968817 36.12676513),74129,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74130,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,19,,,16.7,21.3,2065,POINT (-95.95512408 36.24155949),74130,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74130,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.9,,,41,50.7,2065,POINT (-95.95512408 36.24155949),74130,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74131,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.7,,,11,14.7,2775,POINT (-96.07094585 36.05235453),74131,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74131,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,,,34.1,47.7,2775,POINT (-96.07094585 36.05235453),74131,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74132,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,9,11.4,7543,POINT (-96.01322449 36.04861457),74132,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74132,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.2,,,31.1,39.2,7543,POINT (-96.01322449 36.04861457),74132,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74133,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.6,,,8.3,10.9,43414,POINT (-95.87939787 36.04147571),74133,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74133,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.9,,,28.7,37.3,43414,POINT (-95.87939787 36.04147571),74133,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74134,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,9,11.7,15083,POINT (-95.806359 36.11893133),74134,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74134,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.6,,,33,42.3,15083,POINT (-95.806359 36.11893133),74134,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74135,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.3,,,9.8,12.8,20651,POINT (-95.9232534 36.09733705),74135,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74135,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.1,,,29.8,38.5,20651,POINT (-95.9232534 36.09733705),74135,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,74136,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.6,,,9.2,12.1,30703,POINT (-95.94233139 36.06140091),74136,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,74136,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.8,,,30.5,39.1,30703,POINT (-95.94233139 36.06140091),74136,HLTHOUT,OBESITY,CrdPrv,Obesity
